Time,Angular Acc,Angular Vel,Angular Dis,Force X,Force Y,Accel X,Accel Y,Vel X,Vel Y,Pos X,Pos Y
11.458,0.0235618,0.152115,0.491026,2.20766e+07,1.17313e+07,25,0,411.497,0,2861.14,100
11.474,0.0235618,0.152492,0.493463,2.20462e+07,1.17883e+07,25,0,411.897,0,2867.73,100
11.491,0.0235618,0.152892,0.496059,2.20174e+07,1.1842e+07,25,0,412.322,0,2874.74,100
11.507,0.0235618,0.153269,0.498508,2.19866e+07,1.18991e+07,25,0,412.722,0,2881.34,100
11.523,0.0235618,0.153646,0.500964,2.19574e+07,1.19529e+07,25,0,413.122,0,2887.94,100
11.539,0.0235618,0.154023,0.503425,2.1928e+07,1.20068e+07,25,0,413.522,0,2894.56,100
11.555,0.0235618,0.1544,0.505892,2.18984e+07,1.20607e+07,25,0,413.922,0,2901.18,100
11.571,0.0235618,0.154777,0.508366,2.18686e+07,1.21147e+07,25,0,414.322,0,2907.8,100
11.588,0.0235618,0.155178,0.511,2.18385e+07,1.21688e+07,25,0,414.747,0,2914.85,100
11.605,0.0235618,0.155578,0.513642,2.18064e+07,1.22263e+07,25,0,415.172,0,2921.9,100
11.621,0.0235618,0.155955,0.516134,2.1774e+07,1.22838e+07,25,0,415.572,0,2928.55,100
11.638,0.0235618,0.156356,0.518789,2.17433e+07,1.2338e+07,25,0,415.997,0,2935.62,100
11.654,0.0235618,0.156733,0.521293,2.17105e+07,1.23957e+07,25,0,416.397,0,2942.28,100
11.671,0.0235618,0.157133,0.523961,2.16794e+07,1.24501e+07,25,0,416.822,0,2949.36,100
11.688,0.0235618,0.157534,0.526636,2.16461e+07,1.25078e+07,25,0,417.247,0,2956.45,100
11.704,0.0235618,0.157911,0.52916,2.16126e+07,1.25657e+07,25,0,417.647,0,2963.13,100
11.72,0.0235618,0.158288,0.531689,2.15808e+07,1.26202e+07,25,0,418.047,0,2969.81,100
11.736,0.0235618,0.158665,0.534225,2.15488e+07,1.26748e+07,25,0,418.447,0,2976.51,100
11.752,0.0235618,0.159042,0.536766,2.15166e+07,1.27294e+07,25,0,418.847,0,2983.2,100
11.768,0.0235618,0.159419,0.539314,2.14842e+07,1.2784e+07,25,0,419.247,0,2989.91,100
11.784,0.0235618,0.159796,0.541868,2.14515e+07,1.28387e+07,25,0,419.647,0,2996.62,100
11.801,0.0235618,0.160196,0.544588,2.14187e+07,1.28934e+07,25,0,420.072,0,3003.76,100
11.817,0.0235618,0.160573,0.547154,2.13835e+07,1.29516e+07,25,0,420.472,0,3010.48,100
11.834,0.0235618,0.160974,0.549887,2.13502e+07,1.30065e+07,25,0,420.897,0,3017.63,100
11.851,0.0235618,0.161374,0.552627,2.13146e+07,1.30648e+07,25,0,421.322,0,3024.79,100
11.868,0.0235618,0.161775,0.555374,2.12787e+07,1.31231e+07,25,0,421.747,0,3031.96,100
11.884,0.0235618,0.162152,0.557965,2.12426e+07,1.31815e+07,25,0,422.147,0,3038.71,100
11.901,0.0235618,0.162553,0.560725,2.12084e+07,1.32365e+07,25,0,422.572,0,3045.89,100
11.917,0.0235618,0.16293,0.563329,2.11717e+07,1.3295e+07,25,0,422.972,0,3052.65,100
11.933,0.0235618,0.163306,0.565939,2.1137e+07,1.33501e+07,25,0,423.372,0,3059.43,100
11.949,0.0235618,0.163683,0.568555,2.11021e+07,1.34052e+07,25,0,423.772,0,3066.2,100
11.965,0.0235618,0.16406,0.571177,2.1067e+07,1.34604e+07,25,0,424.172,0,3072.99,100
11.981,0.0235618,0.164437,0.573805,2.10316e+07,1.35156e+07,25,0,424.572,0,3079.78,100
11.998,0.0235618,0.164838,0.576604,2.0996e+07,1.35708e+07,25,0,424.997,0,3087,100
12.015,0.0235618,0.165239,0.57941,2.0958e+07,1.36295e+07,25,0,425.422,0,3094.23,100
12.031,0.0235618,0.165616,0.582056,2.09197e+07,1.36882e+07,25,0,425.822,0,3101.04,100
12.048,0.0235618,0.166016,0.584875,2.08833e+07,1.37436e+07,25,0,426.247,0,3108.28,100
12.064,0.0235618,0.166393,0.587535,2.08445e+07,1.38024e+07,25,0,426.647,0,3115.1,100
12.081,0.0235618,0.166794,0.590367,2.08077e+07,1.38578e+07,25,0,427.072,0,3122.36,100
12.098,0.0235618,0.167194,0.593206,2.07684e+07,1.39166e+07,25,0,427.497,0,3129.62,100
12.115,0.0235618,0.167595,0.596051,2.07288e+07,1.39755e+07,25,0,427.922,0,3136.89,100
12.131,0.0235618,0.167972,0.598736,2.0689e+07,1.40345e+07,25,0,428.322,0,3143.74,100
12.148,0.0235618,0.168372,0.601595,2.06512e+07,1.409e+07,25,0,428.747,0,3151.03,100
12.164,0.0235618,0.168749,0.604292,2.06109e+07,1.41489e+07,25,0,429.147,0,3157.89,100
12.181,0.0235618,0.16915,0.607164,2.05726e+07,1.42045e+07,25,0,429.572,0,3165.19,100
12.197,0.0235618,0.169527,0.609873,2.05317e+07,1.42635e+07,25,0,429.972,0,3172.07,100
12.214,0.0235618,0.169927,0.612759,2.0493e+07,1.43191e+07,25,0,430.397,0,3179.38,100
12.231,0.0235618,0.170328,0.615651,2.04516e+07,1.43782e+07,25,0,430.822,0,3186.7,100
12.248,0.0235618,0.170728,0.61855,2.04099e+07,1.44372e+07,25,0,431.247,0,3194.03,100
12.265,0.0235618,0.171129,0.621456,2.0368e+07,1.44964e+07,25,0,431.672,0,3201.36,100
12.282,0.0235618,0.171529,0.624368,2.03258e+07,1.45555e+07,25,0,432.097,0,3208.7,100
12.299,0.0235618,0.17193,0.627288,2.02833e+07,1.46146e+07,25,0,432.522,0,3216.05,100
12.315,0.0235618,0.172307,0.630041,2.02406e+07,1.46738e+07,25,0,432.922,0,3222.98,100
12.332,0.0235618,0.172707,0.632974,2.02001e+07,1.47295e+07,25,0,433.347,0,3230.34,100
12.348,0.0235618,0.173084,0.63574,2.01568e+07,1.47886e+07,25,0,433.747,0,3237.28,100
12.365,0.0235618,0.173485,0.638686,2.01158e+07,1.48443e+07,25,0,434.172,0,3244.66,100
12.382,0.0235618,0.173886,0.641639,2.0072e+07,1.49035e+07,25,0,434.597,0,3252.04,100
12.398,0.0235618,0.174263,0.644424,2.00279e+07,1.49627e+07,25,0,434.997,0,3259,100
12.415,0.0235618,0.174663,0.64739,1.99861e+07,1.50185e+07,25,0,435.422,0,3266.4,100
12.431,0.0235618,0.17504,0.650188,1.99415e+07,1.50777e+07,25,0,435.822,0,3273.36,100
12.448,0.0235618,0.175441,0.653167,1.98993e+07,1.51334e+07,25,0,436.246,0,3280.78,100
12.465,0.0235618,0.175841,0.656153,1.98541e+07,1.51926e+07,25,0,436.671,0,3288.2,100
12.481,0.0235618,0.176218,0.658969,1.98086e+07,1.52518e+07,25,0,437.071,0,3295.19,100
12.497,0.0235618,0.176595,0.661792,1.97656e+07,1.53076e+07,25,0,437.471,0,3302.18,100
12.513,0.0235618,0.176972,0.66462,1.97223e+07,1.53633e+07,25,0,437.871,0,3309.19,100
12.529,0.0235618,0.177349,0.667455,1.96788e+07,1.5419e+07,25,0,438.271,0,3316.2,100
12.546,0.0235618,0.17775,0.670473,1.9635e+07,1.54747e+07,25,0,438.696,0,3323.65,100
12.563,0.0235618,0.17815,0.673498,1.95882e+07,1.55339e+07,25,0,439.121,0,3331.11,100
12.58,0.0235618,0.178551,0.67653,1.95411e+07,1.55931e+07,25,0,439.546,0,3338.58,100
12.596,0.0235618,0.178928,0.67939,1.94937e+07,1.56523e+07,25,0,439.946,0,3345.62,100
12.613,0.0235618,0.179328,0.682435,1.94489e+07,1.5708e+07,25,0,440.371,0,3353.1,100
12.629,0.0235618,0.179705,0.685307,1.9401e+07,1.57671e+07,25,0,440.771,0,3360.15,100
12.646,0.0235618,0.180106,0.688366,1.93556e+07,1.58228e+07,25,0,441.196,0,3367.64,100
12.663,0.0235618,0.180506,0.691431,1.93071e+07,1.58819e+07,25,0,441.621,0,3375.15,100
12.68,0.0235618,0.180907,0.694503,1.92584e+07,1.5941e+07,25,0,442.046,0,3382.66,100
12.696,0.0235618,0.181284,0.697401,1.92093e+07,1.60001e+07,25,0,442.446,0,3389.74,100
12.713,0.0235618,0.181684,0.700486,1.91629e+07,1.60557e+07,25,0,442.871,0,3397.26,100
12.731,0.0235618,0.182109,0.70376,1.91132e+07,1.61147e+07,25,0,443.321,0,3405.24,100
12.747,0.0235618,0.182486,0.706677,1.90604e+07,1.61772e+07,25,0,443.721,0,3412.33,100
12.764,0.0235618,0.182886,0.709782,1.90131e+07,1.62327e+07,25,0,444.146,0,3419.88,100
12.781,0.0235618,0.183287,0.712895,1.89626e+07,1.62917e+07,25,0,444.571,0,3427.43,100
12.797,0.0235618,0.183664,0.71583,1.89118e+07,1.63507e+07,25,0,444.971,0,3434.55,100
12.814,0.0235618,0.184064,0.718956,1.88637e+07,1.64061e+07,25,0,445.396,0,3442.12,100
12.831,0.0235618,0.184465,0.722089,1.88123e+07,1.6465e+07,25,0,445.821,0,3449.69,100
12.847,0.0235618,0.184842,0.725043,1.87607e+07,1.65238e+07,25,0,446.221,0,3456.83,100
12.864,0.0235618,0.185242,0.728189,1.87118e+07,1.65792e+07,25,0,446.646,0,3464.42,100
12.88,0.0235618,0.185619,0.731156,1.86595e+07,1.6638e+07,25,0,447.046,0,3471.57,100
12.896,0.0235618,0.185996,0.734129,1.86101e+07,1.66933e+07,25,0,447.446,0,3478.72,100
12.913,0.0235618,0.186397,0.737294,1.85604e+07,1.67485e+07,25,0,447.871,0,3486.34,100
12.93,0.0235618,0.186797,0.740466,1.85073e+07,1.68072e+07,25,0,448.296,0,3493.95,100
12.946,0.0235618,0.187174,0.743458,1.84539e+07,1.68658e+07,25,0,448.696,0,3501.13,100
12.962,0.0235618,0.187551,0.746456,1.84033e+07,1.69209e+07,25,0,449.096,0,3508.31,100
12.978,0.0235618,0.187928,0.74946,1.83525e+07,1.6976e+07,25,0,449.496,0,3515.5,100
12.995,0.0235618,0.188329,0.752658,1.83014e+07,1.70311e+07,25,0,449.921,0,3523.14,100
13.012,0.0235618,0.188729,0.755863,1.82469e+07,1.70895e+07,25,0,450.346,0,3530.8,100
13.028,0.0235618,0.189106,0.758885,1.8192e+07,1.71479e+07,25,0,450.746,0,3538.01,100
13.044,0.0235618,0.189483,0.761914,1.81401e+07,1.72028e+07,25,0,451.146,0,3545.22,100
13.061,0.0235618,0.189884,0.765139,1.80879e+07,1.72577e+07,25,0,451.571,0,3552.89,100
13.077,0.0235618,0.190261,0.76818,1.80322e+07,1.73159e+07,25,0,451.971,0,3560.12,100
13.093,0.0235618,0.190638,0.771227,1.79794e+07,1.73707e+07,25,0,452.371,0,3567.36,100
13.11,0.0235618,0.191038,0.774471,1.79264e+07,1.74254e+07,25,0,452.796,0,3575.05,100
13.127,0.0235618,0.191439,0.777723,1.78698e+07,1.74835e+07,25,0,453.221,0,3582.75,100
13.144,0.0235618,0.191839,0.78098,1.78128e+07,1.75415e+07,25,0,453.646,0,3590.46,100
13.16,0.0235618,0.192216,0.784053,1.77556e+07,1.75994e+07,25,0,454.046,0,3597.72,100
13.176,0.0235618,0.192593,0.787131,1.77014e+07,1.76539e+07,25,0,454.446,0,3604.99,100
13.193,0.0235618,0.192994,0.790409,1.7647e+07,1.77083e+07,25,0,454.871,0,3612.72,100
13.21,0.0235618,0.193394,0.793693,1.75889e+07,1.7766e+07,25,0,455.296,0,3620.46,100
13.227,0.0235618,0.193795,0.796984,1.75304e+07,1.78237e+07,25,0,455.721,0,3628.2,100
13.243,0.0235618,0.194172,0.800088,1.74717e+07,1.78813e+07,25,0,456.121,0,3635.49,100
13.26,0.0235618,0.194573,0.803392,1.74161e+07,1.79354e+07,25,0,456.546,0,3643.25,100
13.276,0.0235618,0.19495,0.806509,1.73567e+07,1.79929e+07,25,0,456.946,0,3650.56,100
13.293,0.0235618,0.19535,0.809826,1.73006e+07,1.80469e+07,25,0,457.371,0,3658.33,100
13.31,0.0235618,0.195751,0.81315,1.72406e+07,1.81042e+07,25,0,457.796,0,3666.11,100
13.327,0.0235618,0.196151,0.816482,1.71803e+07,1.81614e+07,25,0,458.221,0,3673.9,100
13.344,0.0235618,0.196552,0.81982,1.71197e+07,1.82185e+07,25,0,458.646,0,3681.69,100
13.36,0.0235618,0.196929,0.822967,1.70588e+07,1.82756e+07,25,0,459.046,0,3689.03,100
13.376,0.0235618,0.197306,0.826121,1.70012e+07,1.83292e+07,25,0,459.446,0,3696.38,100
13.392,0.0235618,0.197683,0.829281,1.69433e+07,1.83827e+07,25,0,459.846,0,3703.73,100
13.409,0.0235618,0.198083,0.832645,1.68852e+07,1.84362e+07,25,0,460.271,0,3711.55,100
13.425,0.0235618,0.19846,0.835818,1.6823e+07,1.84928e+07,25,0,460.671,0,3718.92,100
13.442,0.0235618,0.198861,0.839195,1.67643e+07,1.85461e+07,25,0,461.096,0,3726.76,100
13.458,0.0235618,0.199238,0.84238,1.67016e+07,1.86026e+07,25,0,461.496,0,3734.14,100
13.474,0.0235618,0.199615,0.845571,1.66422e+07,1.86557e+07,25,0,461.896,0,3741.53,100
13.49,0.0235618,0.199992,0.848767,1.65826e+07,1.87087e+07,25,0,462.296,0,3748.92,100
13.507,0.0235618,0.200392,0.852171,1.65227e+07,1.87617e+07,25,0,462.721,0,3756.78,100
13.523,0.0235618,0.200769,0.85538,1.64588e+07,1.88178e+07,25,0,463.121,0,3764.19,100
13.54,0.0235618,0.20117,0.858796,1.63983e+07,1.88705e+07,25,0,463.546,0,3772.06,100
13.556,0.0235618,0.201547,0.862018,1.63337e+07,1.89264e+07,25,0,463.946,0,3779.48,100
13.573,0.0235618,0.201947,0.865448,1.62727e+07,1.89789e+07,25,0,464.371,0,3787.38,100
13.589,0.0235618,0.202324,0.868682,1.62075e+07,1.90346e+07,25,0,464.771,0,3794.81,100
13.605,0.0235618,0.202701,0.871922,1.61458e+07,1.9087e+07,25,0,465.171,0,3802.25,100
13.622,0.0235618,0.203102,0.875372,1.60839e+07,1.91392e+07,25,0,465.596,0,3810.16,100
13.639,0.0235618,0.203502,0.878828,1.60178e+07,1.91945e+07,25,0,466.021,0,3818.08,100
13.655,0.0235618,0.203879,0.882087,1.59514e+07,1.92498e+07,25,0,466.421,0,3825.54,100
13.673,0.0235618,0.204303,0.88576,1.58885e+07,1.93017e+07,25,0,466.871,0,3833.94,100
13.69,0.0235618,0.204704,0.889237,1.58175e+07,1.93599e+07,25,0,467.296,0,3841.88,100
13.706,0.0235618,0.205081,0.892515,1.57501e+07,1.94148e+07,25,0,467.696,0,3849.36,100
13.722,0.0235618,0.205458,0.8958,1.56864e+07,1.94663e+07,25,0,468.096,0,3856.84,100
13.739,0.0235618,0.205858,0.899296,1.56224e+07,1.95177e+07,25,0,468.521,0,3864.81,100
13.755,0.0235618,0.206235,0.902593,1.5554e+07,1.95722e+07,25,0,468.921,0,3872.3,100
13.772,0.0235618,0.206636,0.906102,1.54894e+07,1.96234e+07,25,0,469.346,0,3880.28,100
13.788,0.0235618,0.207013,0.909411,1.54205e+07,1.96776e+07,25,0,469.746,0,3887.79,100
13.804,0.0235618,0.20739,0.912726,1.53553e+07,1.97286e+07,25,0,470.146,0,3895.31,100
13.821,0.0235618,0.207791,0.916255,1.52898e+07,1.97794e+07,25,0,470.571,0,3903.31,100
13.837,0.0235618,0.208167,0.919583,1.52199e+07,1.98332e+07,25,0,470.971,0,3910.84,100
13.854,0.0235618,0.208568,0.923125,1.51538e+07,1.98837e+07,25,0,471.396,0,3918.85,100
13.871,0.0235618,0.208969,0.926674,1.50833e+07,1.99373e+07,25,0,471.821,0,3926.87,100
13.887,0.0235618,0.209346,0.930021,1.50124e+07,1.99907e+07,25,0,472.221,0,3934.42,100
13.904,0.0235618,0.209746,0.933583,1.49454e+07,2.00408e+07,25,0,472.646,0,3942.45,100
13.92,0.0235618,0.210123,0.936942,1.48739e+07,2.00939e+07,25,0,473.046,0,3950.02,100
13.937,0.0235618,0.210524,0.940518,1.48064e+07,2.01438e+07,25,0,473.471,0,3958.06,100
13.954,0.0235618,0.210924,0.9441,1.47342e+07,2.01966e+07,25,0,473.896,0,3966.12,100
13.97,0.0235618,0.211301,0.947478,1.46618e+07,2.02492e+07,25,0,474.296,0,3973.7,100
13.987,0.0235618,0.211702,0.951073,1.45933e+07,2.02986e+07,25,0,474.721,0,3981.77,100
14.003,0.0235618,0.212079,0.954464,1.45202e+07,2.0351e+07,25,0,475.121,0,3989.37,100
14.019,0.0235618,0.212456,0.95786,1.44512e+07,2.04001e+07,25,0,475.521,0,3996.97,100
14.036,0.0235618,0.212856,0.961475,1.43818e+07,2.04491e+07,25,0,475.946,0,4005.06,100
14.052,0.0235618,0.213233,0.964884,1.43078e+07,2.05009e+07,25,0,476.346,0,4012.68,100
14.069,0.0235618,0.213634,0.968512,1.42378e+07,2.05496e+07,25,0,476.771,0,4020.78,100
14.085,0.0235618,0.214011,0.971933,1.41632e+07,2.06011e+07,25,0,477.171,0,4028.41,100
14.102,0.0235618,0.214411,0.975575,1.40926e+07,2.06494e+07,25,0,477.596,0,4036.53,100
14.119,0.0235618,0.214812,0.979223,1.40173e+07,2.07006e+07,25,0,478.021,0,4044.65,100
14.135,0.0235618,0.215189,0.982663,1.39417e+07,2.07516e+07,25,0,478.421,0,4052.3,100
14.152,0.0235618,0.215589,0.986325,1.38702e+07,2.07994e+07,25,0,478.846,0,4060.44,100
14.169,0.0235618,0.21599,0.989993,1.3794e+07,2.08501e+07,25,0,479.271,0,4068.58,100
14.185,0.0235618,0.216367,0.993452,1.37174e+07,2.09006e+07,25,0,479.671,0,4076.25,100
14.202,0.0235618,0.216767,0.997134,1.3645e+07,2.09479e+07,25,0,480.096,0,4084.41,100
14.218,0.0235618,0.217144,1.00061,1.35678e+07,2.0998e+07,25,0,480.496,0,4092.09,100
14.235,0.0235618,0.217545,1.0043,1.34948e+07,2.10449e+07,25,0,480.921,0,4100.27,100
14.252,0.0235618,0.217945,1.008,1.3417e+07,2.10947e+07,25,0,481.346,0,4108.45,100
14.268,0.0235618,0.218322,1.01149,1.33388e+07,2.11442e+07,25,0,481.746,0,4116.15,100
14.285,0.0235618,0.218723,1.01521,1.32649e+07,2.11906e+07,25,0,482.171,0,4124.34,100
14.301,0.0235618,0.2191,1.01871,1.31861e+07,2.12397e+07,25,0,482.57,0,4132.06,100
14.318,0.0235618,0.219501,1.02244,1.31116e+07,2.12858e+07,25,0,482.995,0,4140.27,100
14.334,0.0235618,0.219878,1.02595,1.30322e+07,2.13345e+07,25,0,483.395,0,4148,100
14.35,0.0235618,0.220255,1.02947,1.29571e+07,2.13802e+07,25,0,483.795,0,4155.74,100
14.366,0.0235618,0.220631,1.033,1.28818e+07,2.14257e+07,25,0,484.195,0,4163.48,100
14.383,0.0235618,0.221032,1.03675,1.28061e+07,2.1471e+07,25,0,484.62,0,4171.72,100
14.399,0.0235618,0.221409,1.04029,1.27254e+07,2.15189e+07,25,0,485.02,0,4179.47,100
14.415,0.0235618,0.221786,1.04384,1.26492e+07,2.15638e+07,25,0,485.42,0,4187.24,100
14.432,0.0235618,0.222187,1.04761,1.25726e+07,2.16085e+07,25,0,485.845,0,4195.49,100
14.448,0.0235618,0.222564,1.05117,1.2491e+07,2.16558e+07,25,0,486.245,0,4203.27,100
14.465,0.0235618,0.222964,1.05496,1.24139e+07,2.17001e+07,25,0,486.67,0,4211.54,100
14.481,0.0235618,0.223341,1.05853,1.23316e+07,2.1747e+07,25,0,487.07,0,4219.33,100
14.497,0.0235618,0.223718,1.06211,1.22539e+07,2.17909e+07,25,0,487.47,0,4227.13,100
14.514,0.0235618,0.224119,1.06591,1.21759e+07,2.18346e+07,25,0,487.895,0,4235.42,100
14.53,0.0235618,0.224496,1.0695,1.20927e+07,2.18808e+07,25,0,488.295,0,4243.23,100
14.548,0.0235618,0.22492,1.07355,1.2014e+07,2.1924e+07,25,0,488.745,0,4252.02,100
14.564,0.0235618,0.225297,1.07715,1.19253e+07,2.19724e+07,25,0,489.145,0,4259.84,100
14.581,0.0235618,0.225697,1.08098,1.18461e+07,2.20152e+07,25,0,489.57,0,4268.16,100
14.598,0.0235618,0.226098,1.08482,1.17616e+07,2.20605e+07,25,0,489.995,0,4276.49,100
14.615,0.0235618,0.226498,1.08867,1.16768e+07,2.21055e+07,25,0,490.42,0,4284.82,100
14.632,0.0235618,0.226899,1.09252,1.15916e+07,2.21503e+07,25,0,490.845,0,4293.16,100
14.649,0.0235618,0.227299,1.09638,1.15062e+07,2.21948e+07,25,0,491.27,0,4301.51,100
14.665,0.0235618,0.227676,1.10002,1.14204e+07,2.2239e+07,25,0,491.67,0,4309.37,100
14.682,0.0235618,0.228077,1.1039,1.13394e+07,2.22804e+07,25,0,492.095,0,4317.74,100
14.699,0.0235618,0.228477,1.10778,1.1253e+07,2.23242e+07,25,0,492.52,0,4326.1,100
14.716,0.0235618,0.228878,1.11167,1.11663e+07,2.23677e+07,25,0,492.945,0,4334.48,100
14.733,0.0235618,0.229279,1.11556,1.10792e+07,2.24109e+07,25,0,493.37,0,4342.86,100
14.75,0.0235618,0.229679,1.11946,1.09919e+07,2.24539e+07,25,0,493.795,0,4351.25,100
14.766,0.0235618,0.230056,1.12314,1.09042e+07,2.24966e+07,25,0,494.195,0,4359.16,100
14.782,0.0235618,0.230433,1.12682,1.08214e+07,2.25366e+07,25,0,494.595,0,4367.07,100
14.799,0.0235618,0.230834,1.13074,1.07383e+07,2.25763e+07,25,0,495.02,0,4375.48,100
14.816,0.0235618,0.231234,1.13467,1.06497e+07,2.26182e+07,25,0,495.445,0,4383.9,100
14.832,0.0235618,0.231611,1.13837,1.05608e+07,2.26599e+07,25,0,495.845,0,4391.83,100
14.849,0.0235618,0.232012,1.14231,1.04768e+07,2.26988e+07,25,0,496.27,0,4400.26,100
14.865,0.0235618,0.232389,1.14603,1.03873e+07,2.27399e+07,25,0,496.67,0,4408.21,100
14.881,0.0235618,0.232766,1.14975,1.03027e+07,2.27784e+07,25,0,497.07,0,4416.16,100
14.897,0.0235618,0.233143,1.15348,1.02179e+07,2.28166e+07,25,0,497.47,0,4424.11,100
14.914,0.0235618,0.233543,1.15744,1.01328e+07,2.28545e+07,25,0,497.895,0,4432.57,100
14.93,0.0235618,0.23392,1.16118,1.0042e+07,2.28945e+07,25,0,498.295,0,4440.54,100
14.946,0.0235618,0.234297,1.16493,9.95633e+06,2.29319e+07,25,0,498.695,0,4448.52,100
14.962,0.0235618,0.234674,1.16868,9.87037e+06,2.2969e+07,25,0,499.095,0,4456.5,100
14.979,0.0235618,0.235075,1.17267,9.78412e+06,2.30059e+07,25,0,499.52,0,4464.99,100
14.996,0.0235618,0.235475,1.17667,9.69218e+06,2.30448e+07,25,0,499.945,0,4473.49,100
15.012,0.0235618,0.235852,1.18045,9.59994e+06,2.30834e+07,25,0,500.345,0,4481.49,100
15.029,0.0235618,0.236253,1.18446,9.51283e+06,2.31194e+07,25,0,500.77,0,4490,100
15.045,0.0235618,0.23663,1.18824,9.41998e+06,2.31574e+07,25,0,501.17,0,4498.01,100
15.062,0.0235618,0.23703,1.19227,9.3323e+06,2.31928e+07,25,0,501.595,0,4506.54,100
15.079,0.0235618,0.237431,1.1963,9.23885e+06,2.32302e+07,25,0,502.02,0,4515.07,100
15.095,0.0235618,0.237808,1.2001,9.14509e+06,2.32673e+07,25,0,502.42,0,4523.1,100
15.111,0.0235618,0.238185,1.20391,9.05656e+06,2.33019e+07,25,0,502.82,0,4531.15,100
15.128,0.0235618,0.238585,1.20796,8.96777e+06,2.33362e+07,25,0,503.245,0,4539.7,100
15.145,0.0235618,0.238986,1.21202,8.87312e+06,2.33724e+07,25,0,503.67,0,4548.25,100
15.161,0.0235618,0.239363,1.21585,8.77817e+06,2.34082e+07,25,0,504.07,0,4556.32,100
15.178,0.0235618,0.239763,1.21992,8.68853e+06,2.34416e+07,25,0,504.495,0,4564.89,100
15.195,0.0235618,0.240164,1.224,8.59299e+06,2.34768e+07,25,0,504.92,0,4573.47,100
15.211,0.0235618,0.240541,1.22785,8.49714e+06,2.35117e+07,25,0,505.32,0,4581.55,100
15.228,0.0235618,0.240941,1.23194,8.40666e+06,2.35442e+07,25,0,505.745,0,4590.15,100
15.244,0.0235618,0.241318,1.2358,8.31024e+06,2.35784e+07,25,0,506.145,0,4598.24,100
15.261,0.0235618,0.241719,1.2399,8.21921e+06,2.36103e+07,25,0,506.57,0,4606.85,100
15.277,0.0235618,0.242096,1.24377,8.1222e+06,2.36438e+07,25,0,506.97,0,4614.96,100
15.293,0.0235618,0.242473,1.24765,8.03062e+06,2.36751e+07,25,0,507.37,0,4623.07,100
15.309,0.0235618,0.24285,1.25153,7.93878e+06,2.3706e+07,25,0,507.77,0,4631.19,100
15.325,0.0235618,0.243227,1.25542,7.84668e+06,2.37367e+07,25,0,508.17,0,4639.32,100
15.342,0.0235618,0.243627,1.25956,7.75432e+06,2.3767e+07,25,0,508.595,0,4647.96,100
15.359,0.0235618,0.244028,1.2637,7.6559e+06,2.37989e+07,25,0,509.02,0,4656.61,100
15.375,0.0235618,0.244405,1.26761,7.55719e+06,2.38304e+07,25,0,509.42,0,4664.76,100
15.391,0.0235618,0.244782,1.27153,7.46401e+06,2.38598e+07,25,0,509.82,0,4672.91,100
15.408,0.0235618,0.245183,1.27569,7.37058e+06,2.38888e+07,25,0,510.245,0,4681.58,100
15.425,0.0235618,0.245583,1.27986,7.27103e+06,2.39193e+07,25,0,510.67,0,4690.26,100
15.441,0.0235618,0.24596,1.28379,7.17118e+06,2.39494e+07,25,0,511.07,0,4698.44,100
15.458,0.0235618,0.246361,1.28798,7.07695e+06,2.39774e+07,25,0,511.495,0,4707.13,100
15.475,0.0235618,0.246761,1.29217,6.97655e+06,2.40068e+07,25,0,511.92,0,4715.83,100
15.492,0.0235618,0.247162,1.29637,6.87586e+06,2.40359e+07,25,0,512.345,0,4724.53,100
15.509,0.0235618,0.247562,1.30057,6.77489e+06,2.40645e+07,25,0,512.77,0,4733.25,100
15.525,0.0235618,0.247939,1.30454,6.67363e+06,2.40928e+07,25,0,513.17,0,4741.45,100
15.542,0.0235618,0.24834,1.30876,6.57808e+06,2.41191e+07,25,0,513.595,0,4750.18,100
15.558,0.0235618,0.248717,1.31273,6.47627e+06,2.41466e+07,25,0,513.995,0,4758.4,100
15.574,0.0235618,0.249094,1.31672,6.3802e+06,2.41722e+07,25,0,514.395,0,4766.63,100
15.591,0.0235618,0.249494,1.32095,6.28389e+06,2.41974e+07,25,0,514.82,0,4775.38,100
15.607,0.0235618,0.249871,1.32495,6.18129e+06,2.42238e+07,25,0,515.22,0,4783.62,100
15.623,0.0235618,0.250248,1.32895,6.08446e+06,2.42483e+07,25,0,515.62,0,4791.87,100
15.639,0.0235618,0.250625,1.33296,5.9874e+06,2.42724e+07,25,0,516.02,0,4800.12,100
15.655,0.0235618,0.251002,1.33697,5.89009e+06,2.42962e+07,25,0,516.42,0,4808.38,100
15.671,0.0235618,0.251379,1.34099,5.79255e+06,2.43197e+07,25,0,516.82,0,4816.65,100
15.687,0.0235618,0.251756,1.34501,5.69476e+06,2.43428e+07,25,0,517.22,0,4824.92,100
15.703,0.0235618,0.252133,1.34904,5.59673e+06,2.43655e+07,25,0,517.62,0,4833.2,100
15.72,0.0235618,0.252534,1.35333,5.49847e+06,2.43878e+07,25,0,518.045,0,4842,100
15.737,0.0235618,0.252934,1.35763,5.3938e+06,2.44112e+07,25,0,518.47,0,4850.81,100
15.753,0.0235618,0.253311,1.36168,5.28887e+06,2.44342e+07,25,0,518.87,0,4859.11,100
15.77,0.0235618,0.253712,1.36599,5.18987e+06,2.44554e+07,25,0,519.295,0,4867.93,100
15.787,0.0235618,0.254112,1.37031,5.08442e+06,2.44775e+07,25,0,519.72,0,4876.76,100
